body,Asker,Answered,Answered by,,
"Would be *really* good if you posted about this on the forums too. Blog is great, but it's more appropriate for the results rather than a ""what do you guys think of this?"" type discussions. Please ENGAGE the community. Can't say that enough. We've spoken about this in the past several times.",,,,,
"Huh? Assume I can't view the Bugzilla, which may go part way to explaining my confusion ;-) Is this a race condition between recovery and application? If so it should be taken care of already within the transaction code.",,,,,
"Hi [~zhfeng], Does your current pull request enable the recovery manager? If not we should make sure you have done that as a top priority before closing this issue. Thanks, Tom",,,,,
"Hi [~tomjenkinson], In the narayana-jta-osgi bundle, I just use the configuration from ArjunaJTA/narayana-jta/src/main/resources/jbossts-properties.xml I think it enables the recovery manager and does it need to add the additional entry ? Amos",,,,,
As a start on this task I have enabled the Oracle® JRockit Flight Recorder for a subset of the performance tests in the perf CI job (http://172.17.131.2/job/narayana-performance/). Flight data is stored in the maven build directory (target/test-classes/*.jfr) and can be read using the jmc tool available in the standard JDK (edition 7u40 and above). What is the best way to evaluate other options given that there are many alternatives (and trying out each one involves engineering work): * JDK Collections (much of our code hasn't been updated to take advantage of newer releases (Jesper has been looking into this); * Goldman Sachs Collections; * Google Collections (Guava); * javolution; * Highly Scalable Java; * ... Tests with flight data currently include: Core: com.hp.mwtests.ts.arjuna.performance.Performance1 com.hp.mwtests.ts.arjuna.performance.Performance2 com.hp.mwtests.ts.arjuna.performance.Performance3 com.hp.mwtests.ts.arjuna.performance.Performance4 JTA: com.arjuna.ats.jta.xa.performance.OnePhase2PCPerformanceDefaultUnitTest com.arjuna.ats.jta.xa.performance.OnePhase2PCPerformanceVolatileUnitTest com.arjuna.ats.jta.xa.performance.OnePhasePerformanceDefaultUnitTest com.arjuna.ats.jta.xa.performance.OnePhasePerformanceVolatileUnitTest JTS com.hp.mwtests.ts.jts.local.synchronizations.Performance com.hp.mwtests.ts.jts.orbspecific.local.performance.Performance1 com.hp.mwtests.ts.jts.orbspecific.local.performance.Performance2 com.hp.mwtests.ts.jts.orbspecific.local.performance.Performance3,,,,,
"Have we seen this behaviour elsewhere in the past? I don't recall it. A change in Oracle? Or just lucky for us so far not to have seen it? As to changing the default, we can't do that until the EAP 7 timeframe even if we wanted to. Plus, we'd better be able to show that this has no impact on performance, reliability etc. in environments where the RM doesn't exhibit this behaviour. Otherwise may be best to err on the side of caution and perhaps catch the error in recovery and swap in the alternate behaviour for the next sweep.",,,,,
I think its that the EAP test suite now tests this and didn't before. It does sort of make sense that the user to commit has to have permissions on those tables. Maybe we could say the recovery user needs permissions on all the tables? but then we would need some additional config to indicate a recovery user. I will double check with Ondra that its not a regression.,,,,,
What's the procedure for ensuring our artifacts make it into maven central? How are you determining our missing dependencies?,,,,,
"Well, the missing dependency bit I qualify simply based on importing ""org.jboss.narayana.jta:narayana-jta""; if this has classes that call out into jboss-transaction-spi and that's not a transitive dependency of narayana-jta, this is missing, correct? Unless you have some mechanism in place where some code paths have optional dependencies? So: *if* my issue above is valid and jboss-transaction-spi should be a transitive, runtime (or compile-time) dependency of narayana-jta, I'd suggest we add it as Step 1. And regarding Maven Central: again *if* this issue is valid, then any dependencies of a project in Central must also be in Central, as this remote repo is intended to be a complete repository. That's according to Sonatype rules and, if I'm remembering correctly, should be enforced by our Nexus installation when we go to promote/release builds.",,,,,
So my guess is that we need to add the dependency to ArjunaJTA/narayana-jta/pom.xml - what is the easiest way to test that? I ran tattletale over narayana-jta and it reports transitive dependencies on other stuff as well (org.hornetq.core and org.jfree). Does that imply we need to add explicit dependencies on those too?,,,,,
"Just trying to work out, what were you doing to cause the issue? For example the ArjunaJTA/maven qs doesn't exhibit this behaviour after I fixed it to have the correct runtime dependencies. Some of the quickstarts do import the SPI correctly as they must need to use this behaviour: [tom@dhcppc1 quickstart](JBTM-2182) (15:40:29) $ grepinpom transaction-spi ./jca-and-tomcat/pom.xml ./jta-and-hibernate/pom.xml ./jca-and-hibernate/pom.xml It looks like ""provided"" scope dependencies of constituent modules have not been included in shaded poms. Some of this goes away if we start to recommend users to use the raw modules rather than the uber jars created by the shade plugin as then the poms are self documenting (like in WildFly). At the moment it is effectively assumed that you would know which jars to include if you use the uber jars as the Jars do not document the requirement. The disadvantage of the none-uber jar is only for JTS as you would be required to provide a configuration file to enable JTS, at the moment it is selected by the jar. Unfortunately I can't get a shaded pom to include provided scope at all, I could make it runtime but then it would still be dependent on the Jars being available which for some situations shouldn't be required. Will have a think...",,,,,
"For clarity in future if others come to this issue, can you please describe what problem you've seen and hence why you've submitted a patch. ""fails to bootstrap properly"" isn't sufficient. Thanks.",,,,,
"Hi Chris, Many thanks for your interest in Narayana. Normally for something like this it is best to start with a discussion on our forums over here: https://community.jboss.org/en/jbosstm. That said, please can you add a little more detail into the description as to the nature of the bug. We do already function in Java SE and also complex classloader hierarchies so this may be a corner case which we would be happy to work with you to address. I am not familiar with OneJar, is it a maven plugin that will put all the dependency jar classes into the same Jar as the application jar? The main problem with your report as it stands is that we don't have a well defined reason for _why_ the change needs to be made, if you can express the motivation for the change in more general terms then we can get it merged. As you say, the fix looks like it should work in our currently supported options so it shouldn't be a problem to get it merged once we have more context to backup the need to merge it. Once we understand the problem better, and we proceed with your approach, please can you: 1. Sign the CLA over here: https://cla.jboss.org/ (project is JBoss Transactions) 2. Fork: https://github.com/jbosstm/narayana 3. Raise a pull request on the main repo with your fix in. It should be easier to review inline, plus it will get CI run on it. Many thanks for the contribution! Tom",,,,,
Presumably you mean what we've discussed in the past: having the ability to bypass the SOAP layers and go directly to the underlying Arjuna classes which they wrap?,,,,,
"What does this have to do with REST transactions? If it's local-only, then distribution over REST is not an option.",,,,,
"Hi Jesper, Thanks for creating the separate issues! Can you now share the relative performance benefit of the enhancement please, same for JBTM-2209, JBTM-2207, JBTM-2208 and JBTM-2206? Thanks! Tom",,,,,
I don't think we can remove the *Mutex() methods from StateManager as these are part of the public API so people that inherit from that class would no longer have access to them (as you saw in the tests you had to modify). Please can you provide a few more details on what the performance win was with removing the Reentrant lock to help evaluate the benefit vs the drawback of the API change?,,,,,
"Maybe delay creation of lock until first use? Might help the performance issue, whatever that is.",,,,,
"Hold on ... doesn't this changed the public API of StateManager and LockManager? Whilst the latter is a superset of the previous API, the former isn't and potentially breaks other classes from users that may inherit from StateManager. Did we deprecate as discussed last July? Did we determine what the cost/benefit is of doing this?",,,,,
"I don't think we should change ArjunaCore/arjuna/classes/com/arjuna/ats/arjuna/coordinator/CheckedAction.java as it is in the public API so unless it has considerable performance win the cost of update apps to use the new API is probably not justified. As to the rest of the changes, can you give us a brief indication of the performance benefit of this particular change?",,,,,
"Mike, using our performance toolkit please can you provide some details on here about the performance improvement that we see with the commits applied? I am trying to make a decision on whether its worth having to inconvenience users by deprecating the checked action API and replacing it with the updated one.",,,,,
So no perceivable difference at all?,,,,,
I assume the plan is to leave things alone if there is no significant difference? http://www.phrases.org.uk/meanings/if-it-aint-broke-dont-fix-it.html,,,,,
Can you include a link to the forum posting here for future reference?,,,,,
"Hi Jesper, Please can you add a few more details to the Jira on the reasons for the change? Tom",,,,,
"Thanks, but that's about as much use to me as a chocolate fireguard! ;) Or giving me a scalar number when I need a vector. What was the test used? How many iterations? We could do this ourselves of course, but it'd be so much simpler if you've already done that work :-) And yes, I see the test code you added, but I was looking for some test that worked in situ with the Stack usage within Narayana.",,,,,
"Great work on the fix and the benchmark, I agree it looks like it is worth merging. Mike, may I ask you to do the honours please as it is your PR now?",,,,,
"Granted I haven't updated my local copy for a few weeks, but these warnings seemed to come all of a sudden and a lot of them to boot. Was this expected?",,,,,
So all of these warnings have been there for 7 months?!,,,,,
"The reason its not been detected is because most of our builds are done in the cloud or (certainly for myself) an IDE. If you think its an issue, maybe we should get the build to fail on warning? http://jira.codehaus.org/browse/MCOMPILER-120 is available, so its just a case of enabling -Werror.",,,,,
"No, failing on warn is probably not a good idea. I'm surprised that I didn't see it earlier, since I built the source quite a bit only a few weeks ago. I'm also surprised no one else caught it if it's been around that long. Do we regularly check the build logs? Even building in the cloud or an IDE should generate the same warnings (e.g., in Eclipse).",,,,,
I think this should be 5.next version?,,,,,
That's what me and Mike where not sure about yesterday. So do I simply put all the stuff to 5.next which I'm working on? Or do I work on 5.later and then we move them to 5.next during the planning?,,,,,
"Forum discussion? Could be around, I just can't find it.",,,,,
Can you point me at the forum posting where this was discussed? Then I can take my comments there rather than in JIRA.,,,,,
"As mentioned on the call, we need to be mindful of when we introduce this new interface method as it will require implementations to add the new method when they wish to upgrade. We could add it to a new interface. As there are various options here Mike we should create a design discussion and mention it to various teams. Can you create the discussion and flag it to Jesper (and Andy) to make sure known XARW impls are aware of the requirements (Andy obviously knows but he might want to contribute if Jesper has any observations.",,,,,
"Hi Jesper, Please can you give me some ideas of what this for? Is it the IJ tracer? I have no problem with adding it, please just provide some context as there could be more I can give you. Thanks, Tom",,,,,
"Hi Jesper, Is the attached PR what you were thinking? Thanks, Tom",,,,,
"Hi Mark, All the tests pass with that, I am happy to merge it if you like? Tom",,,,,
"Hi Tom, Mike, What is the planned fixed version of this task? Is there already a support of shutdown(timeout) in Narayana? I am asking as we have RFE https://issues.jboss.org/browse/EAP7-86 resolved and ready for QA. Thanks, Hayk.",,,,,
One of the reasons we haven't done this to date is that it's not standards compliant. Why isn't the ordering that JTA allowed in the interposed option sufficient?,,,,,
"OK, but this is not compliant with the standards and therefore if some other transaction engine is used it will break. The reason ordering of resources and synchronisations isn't supported in the standards is because it becomes very hard to manage global ordering in a heterogenous environment. Are we really happy to add something which basically ties IronJacamar and Narayana together? I'm no so sure. While it's nice to add something like resource ordering, as we do with AbstractRecords, it should be done cautiously, in situations where no other option is possible, or as an optimisation, i.e., so without it the system still works, but may be slower, less efficient etc.",,,,,
